COMPANY NAME,Symbol,Company_Age,Log_Issue_Price,Range_Width_pct,Days_to_List,Revenue_CAGR,PAT_CAGR,Avg_Operating_Margin,Avg_ROE_pct,Avg_ROCE_pct,Avg_DE_pct,Avg_Interest_Coverage,Avg_Assets_Turnover,Log_Latest_Revenue
Brainbees Solutions Limited,FIRSTCRY,-0.4745762711864407,0.293694157899514,1.0010120014502901,-0.3333333333333333,0.7472705856039108,-1.490702117026602,-1.032036409992254,-1.7558186683967238,-1.502138945927447,-0.24813189110100842,-0.45815308300167273,-0.13911912888022115,1.164973544652043
Brigade Hotel Ventures Limited,BRIGHOTEL,-0.8813559322033898,-1.1148676336797712,1.466258988378653,-1.0,1.0857708917566287,3.285896091805808,0.0020744478401059784,-1.4809017922309626,-0.7464921286789871,3.6997962063019285,-0.2845359635461729,-0.648789208516171,-0.8567110749041142
Burger King India Limited,BURGERKING,0.0,-1.4598106817716026,-8.629600627966814,1.3333333333333333,-0.20746656355633303,-0.23867891864076443,-1.1539471211709038,-2.108101532722407,-1.512542778918549,0.6241051366462874,-0.3945896060448751,-0.12091662603607992,0.35485409333087237
C.E. Info Systems Limited,MAPMYINDIA,0.5423728813559322,0.9810216646866858,-4.66302101656626,0.6666666666666666,-0.0038100818596079867,-0.27431309664813447,2.1553732778402606,0.25342632389911607,0.38793634496919904,-0.5487014683597219,3.635750129780239,-0.5577766942954654,-0.8797381276644908
CMS Info Systems Limited,CMSINFO,-0.3389830508474576,-0.3654193232276113,0.2643709388137241,0.6666666666666666,-0.4655992886545629,-0.34353443027693253,0.5436621237585973,0.09804557619009,0.1309890485968515,-0.49636829179077174,1.0768299013670186,-0.05590768730700476,0.2635270339341633
CRIZAC LIMITED,CRIZAC,-0.5423728813559322,-0.25724631742754867,-0.24091260855441005,-0.3333333333333333,2.2168841752986053,0.20672542175832256,1.8844021102721193,1.9259589652096345,1.7502908966461328,-0.5639598683179181,7.586722039568553,0.3757516658540548,-0.3630539100979891
Campus Activewear Limited,CAMPUS,-0.3389830508474576,-0.10646537357135362,-0.5094473944678181,1.6666666666666667,-0.5411098805386888,-0.3285189027970193,0.009097342976124122,0.24596545292352617,0.24488364134154678,-0.20813084600512086,0.12568495126031035,0.4849666829189013,0.013591048697489927
Canara HSBC Life Insurance Company Limited,CANHLIFE,-0.2711864406779661,-0.9751871357713799,1.7383845845065626,-1.0,-0.7079926072191276,1.2270765207820522,-0.8108033258860424,-0.7529802935690536,-1.3221252566735113,-0.557610910801066,0.014218146161388999,-0.7814074435234843,1.3736475045571013
Canara Robeco Asset Management Company Limited,CRAMC,0.6779661016949152,-0.18660192692036118,-0.2687974440759825,-1.0,0.37117277728563336,0.2045496103718185,3.1942833831154136,0.9881599221474332,1.0714407939767283,-0.5439201546741913,5.3603853031089574,-0.4303591743864781,-0.9863918775451513
Capillary Technologies India Limited,CAPILLARY,-0.6101694915254238,0.47944251054627324,-0.3584445322779802,-1.0,1.2286516574325312,6.1355280162115164,-1.416871212606858,-2.108101532722407,-1.512542778918549,-0.13774363797878444,-0.39643536944107977,-0.3523484479115877,-0.6240124952845217
Capital Small Finance Bank Limited,CAPITALSFB,0.2711864406779661,0.2992282212213992,-0.19789369563433207,-0.3333333333333333,-0.27794155151767885,-0.05301280561914641,0.8728320774213787,-0.3450652826210365,0.0,0.0,0.0,0.0,-0.8352985874739979
CarTrade Tech Limited,CARTRADE,0.2033898305084746,1.367694192142708,-7.661553343545891,1.0,0.16183230398285625,5.430525960364642,0.042804329719550685,-1.0546589895385614,-1.0458761122518823,-0.5257616136280503,0.14829555286381735,-0.8802210303916789,-0.5145930291696291
Carraro India Limited,CARRARO,0.4067796610169492,0.6507335220555319,0.3190022137939454,0.0,-0.5196504312104523,0.5923629841140937,-0.43292584976472226,0.06074122131214004,-0.022193702943189546,0.0812562052568326,-0.02289900213416389,0.9790346172598731,0.18822847659198247
Ceigall India Limited,CEIGALL,0.06779661016949153,0.16629043612117017,0.6390243208476709,-1.0,0.7893105685073651,-0.00251766443534541,0.17729864469492884,0.7028627037547637,0.40696440793976735,0.5900088833150444,0.054046259445117394,0.16512270437185111,0.6101378977049668
